year,longitude,latitude,presence,area_km2,protected_km2,eph_km2,biome,ecoregion
2001,96.01826704286002,28.37496562758873,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,92.90877601689527,27.606892991215062,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,94.9768756358165,28.795227081324395,1,61207.0,10.0,53647.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests
2001,77.07892000771018,22.467686998867165,0,0.0,0.0,0.0,Background,Background
2001,80.81153326185432,16.063326822036004,0,0.0,0.0,0.0,Background,Background
2001,76.7253204790381,18.123800733793104,0,0.0,0.0,0.0,Background,Background
2001,74.02249761856724,22.179127002575484,0,0.0,0.0,0.0,Background,Background
2001,77.08977931489909,10.755129639279646,0,0.0,0.0,0.0,Background,Background
2001,71.75329500064058,21.656484554325534,0,0.0,0.0,0.0,Background,Background
2001,75.75010754919552,26.245841301431597,0,0.0,0.0,0.0,Background,Background
2001,77.29722587760646,22.339109867592413,0,0.0,0.0,0.0,Background,Background
2001,79.54686459899965,15.518125557032837,0,0.0,0.0,0.0,Background,Background
2001,76.39766031174275,22.959672278676678,0,0.0,0.0,0.0,Background,Background
2001,78.66381352233945,11.254171068247109,0,0.0,0.0,0.0,Background,Background
2001,93.41382461279257,25.170139909576214,0,0.0,0.0,0.0,Background,Background
2001,77.85803952380522,9.819578044814012,0,0.0,0.0,0.0,Background,Background
2001,77.27592517979524,16.994501969082652,0,0.0,0.0,0.0,Background,Background
2001,71.681859862786,27.63687862066093,0,0.0,0.0,0.0,Background,Background
2001,83.46516223640943,19.801606655449866,0,0.0,0.0,0.0,Background,Background
2001,77.37453357399242,22.02380178508257,0,0.0,0.0,0.0,Background,Background
2001,76.65536997366624,12.497931484486202,0,0.0,0.0,0.0,Background,Background
2001,77.48114585384398,11.094639274373517,0,0.0,0.0,0.0,Background,Background
2001,74.84854703242159,19.789725563403287,0,0.0,0.0,0.0,Background,Background
2001,76.51182799640563,9.088129186114813,0,0.0,0.0,0.0,Background,Background
2001,86.00315268498844,21.862225965521247,0,0.0,0.0,0.0,Background,Background
2001,75.13213709070473,28.047465627237187,0,0.0,0.0,0.0,Background,Background
2001,78.93615111353009,25.4171713333105,0,0.0,0.0,0.0,Background,Background
2001,86.70363458552018,22.769856637061405,0,0.0,0.0,0.0,Background,Background
2001,77.56230255994885,13.191694202773647,0,0.0,0.0,0.0,Background,Background
2001,78.15524864032433,11.18847472116337,0,0.0,0.0,0.0,Background,Background
2001,75.72560337686589,26.176231482746942,0,0.0,0.0,0.0,Background,Background
2001,94.50449070500274,25.438990966432293,0,0.0,0.0,0.0,Background,Background
2001,78.0957222062743,17.653409004379093,0,0.0,0.0,0.0,Background,Background
2001,71.152152960748,26.272703143207252,0,0.0,0.0,0.0,Background,Background
2001,84.22514202024901,27.05137762786547,0,0.0,0.0,0.0,Background,Background
2001,77.69732941408651,28.5486492079597,0,0.0,0.0,0.0,Background,Background
2001,87.40755979102666,23.66208184821307,0,0.0,0.0,0.0,Background,Background
2001,75.93782690990388,14.767809067589175,0,0.0,0.0,0.0,Background,Background
2001,94.25980080610407,25.385161375977646,0,0.0,0.0,0.0,Background,Background
2001,85.04852326920863,21.583556979907677,0,0.0,0.0,0.0,Background,Background
2001,73.8929903179835,27.889384632539517,0,0.0,0.0,0.0,Background,Background
2001,76.79267101164152,18.637622296184404,0,0.0,0.0,0.0,Background,Background
2001,73.14033877412993,23.346499223150058,0,0.0,0.0,0.0,Background,Background
